city,bathrooms,bedrooms,balconies,postedOn,furnishing,facing,flrNum,totalFlrNum,RentOrSale,locality,carpetArea,carpetAreaUnit,Lat,Long,noOfLifts,rentPrice,securityDeposit,maintenanceCharges,maintenanceChargesFrequency,firstMonthCharges,brokerage,exactPrice,sqftPrice,Bank & ATM,Golf Course,Early Learning Centre,Kids Play Area,Security,Meditation Area,Park,Multipurpose Courts,Intercom Facility,Rain Water Harvesting,AEROBICS ROOM,DTH Television Facility,Banquet Hall,Piped Gas,Earth quake resistant,Private Garden,Skydeck,Internet/Wi-Fi Connectivity,Cafeteria/Food Court,Grand Entrance lobby,Event Space & Amphitheatre,Conference Room,Recreational Pool,Visitor Parking,Guest Accommodation,Kids Play Pool With Water Slides,Concierge Services,Mini Cinema Theatre,Indoor Games Room,Outdoor Tennis Courts,Flower Gardens,Vaastu Compliant,Health club with Steam / Jaccuzi,CCTV Camera,Cricket net practice,Bar/Lounge,Club House,Air Conditioned,Canopy Walk,Fire Fighting Equipment,Private Terrace/Garden,Cycling & Jogging Track,RO Water System,Activity Deck4,Power Back Up,Reserved Parking,Barbeque Pit,Dance Studio,Kids Club,Service/Goods Lift,Retail Boulevard (Retail Shops),Waste Disposal,Lift,Library,Laundry Service,Rentable Community Space,Indoor Squash & Badminton Courts,Maintenance Staff,Jogging and Strolling Track,Library And Business Centre,Water Storage,Multipurpose Hall,Coffee Lounge & Restaurants,Gymnasium,Swimming Pool,Arts & Craft Studio
Gandhinagar,2,2,2,"Jun 02, '23",Unfurnished,North - East,4,5,Rent,Sargasan,78,Sq-ft,23.197353,72.604664,9,"14,000","14,000","1,000",Monthly,"43,000",30 days,14000,12.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gandhinagar,2,2,2,"Jun 27, '23",Furnished,East,2,5,Rent,Infocity,140,Sq-yrd,23.1940975189209,72.62975311279297,9,"18,000","36,000","1,500",Monthly,"55,500",9,18000,12.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gandhinagar,2,2,2,"Jun 15, '23",Furnished,North - East,2,8,Rent,Sargasan,90,Sq-yrd,23.1848805,72.615856,9,"19,000","38,000","1,200",Monthly,"77,200",30 days,19000,16.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gandhinagar,3,3,1,"Jun 28, '23",Unfurnished,North - East,1,4,Rent,Sargasan,1860,Sq-ft,23.18488121032715,72.61585235595703,1,"29,000","68,000","1,000",Monthly,"1,27,000",30 days,29000,16.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gandhinagar,3,3,1,"May 03, '23",Semi-Furnished,North - West,7,9,Rent,Sargasan,9,9,23.187518,72.620202,2,"23,000","46,000","2,000",Monthly,"94,000",30 days,23000,10.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gandhinagar,2,2,1,"May 21, '23",Unfurnished,East,3,5,Rent,Kudasan,88,Sq-yrd,23.1792,72.63241,1,"14,500","14,500",250,Monthly,"43,750",30 days,14500,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gandhinagar,2,2,1,"May 12, '23",Unfurnished,9,5,5,Rent,Sargasan,85,Sq-yrd,23.192782097925,72.6069812274358,9,,"14,000",9,9,"40,000",30 days,13000,12.0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1
Gandhinagar,2,2,1,"Jun 15, '23",Unfurnished,West,3,3,Rent,Vavol,9,9,23.224895477294922,72.61955261230469,9,"15,000","15,000","1,000",Monthly,"46,000",30 days,15000,9.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gandhinagar,3,3,1,"Jun 21, '23",Unfurnished,East,5,8,Rent,Kudasan,146,Sq-yrd,23.1698784,72.6232479,9,"25,000","25,000","2,000",Monthly,"52,000",9,25000,11.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
Gandhinagar,2,2,1,"Jun 28, '23",Semi-Furnished,East,3,6,Rent,GIFT City,818,Sq-ft,23.183778,72.650238,1,,"44,000",9,9,"88,000",30 days,22000,15.0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
Gandhinagar,3,3,2,"Jun 25, '23",Furnished,East,1,5,Rent,Sargasan,195,Sq-yrd,23.1848805,72.615856,1,"29,500","58,000","2,000",Monthly,"1,19,000",30 days,29500,15.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gandhinagar,3,3,2,"Jun 20, '23",Unfurnished,North - West,3,5,Rent,Kudasan,132,Sq-yrd,23.1698784,72.6232479,1,"21,000","42,000","1,000",Yearly,"85,000",30 days,21000,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gandhinagar,3,3,3,"Jun 25, '23",Semi-Furnished,East,2,7,Rent,Kudasan,190,Sq-yrd,23.1698784,72.6232479,9,,"36,000",9,9,"72,000",30 days,18000,9.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gandhinagar,2,2,1,"Jun 28, '23",Unfurnished,East,1,5,Rent,Sargasan,93,Sq-yrd,23.1848805,72.615856,1,"13,000","13,000","1,500",Monthly,"40,500",30 days,13000,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gandhinagar,2,2,2,"Jun 27, '23",Semi-Furnished,East,5,9,Rent,Sargasan,125,Sq-yrd,23.187518,72.620202,2,"18,000","18,000","2,000",Monthly,"56,000",30 days,18000,12.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gandhinagar,2,2,2,"Jun 16, '23",Furnished,North - East,4,7,Rent,Sargasan,120,Sq-yrd,23.1848805,72.615856,9,"22,000","44,000","1,000",Monthly,"89,000",30 days,22000,18.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,2,"Jun 17, '23",Unfurnished,9,5,6,Rent,New Patliputra Colony,1250,Sq-ft,25.626138,85.106388,9,"16,000","32,000","2,000",Monthly,"50,000",9,16000,12.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,3,3,9,"Jun 14, '23",Unfurnished,9,4,5,Rent,Kankarbagh,9,9,25.593441009521484,85.18486785888672,9,9,9,9,9,9,9,10000,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,9,"Jun 05, '23",Unfurnished,9,6,7,Rent,Danapur,9,9,25.6355556,85.0408333,9,9,9,9,9,9,9,15000,10.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,1,2,9,"Jun 19, '23",Furnished,9,Ground,3,Rent,Kumhrar,1000,Sq-ft,25.5930895,85.1850055,9,9,9,9,9,9,9,6000,5.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,2,"Jun 16, '23",Semi-Furnished,9,2,5,Rent,Patliputra,9,9,25.627141,85.111571,9,"15,000","15,000","1,500",Monthly,"31,500",9,15000,14.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,2,"Jun 15, '23",Unfurnished,9,3,4,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,8000,7.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,4,"Apr 16, '23",Semi-Furnished,9,2,4,Rent,Ashiana Digha Road,1050,Sq-ft,25.640322,85.079679,9,"15,000","30,000","1,500",Monthly,"46,500",9,15000,12.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,9,"May 25, '23",Unfurnished,9,4,6,Rent,Buddha Colony,9,9,25.623244,85.128633,9,9,9,9,9,9,9,17000,14.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,1,"May 19, '23",Semi-Furnished,East,3,4,Rent,Boring Canal Road,1300,Sq-ft,25.600296020507812,85.0754165649414,9,"25,000","50,000","2,000",Monthly,"77,000",9,25000,17.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,3,"Jun 28, '23",Semi-Furnished,West,3,6,Rent,Bailey Road,1255,Sq-ft,25.6355556,85.0408333,2,"15,500","15,500","1,600",Monthly,"40,350",15 days,15500,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Patna,2,3,1,"May 04, '23",Semi-Furnished,East,2,4,Rent,Rajendranagar,1450,Sq-ft,25.6053291,85.1647866,9,,9,9,9,"37,500",15 days,25000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,3,3,2,"Jun 20, '23",Unfurnished,East,1,5,Rent,Rajeev Nagar,1025,Sq-ft,25.631892,85.093396,1,"15,000","15,000","1,500",Monthly,"31,500",9,15000,12.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,2,"Jun 22, '23",Unfurnished,North,3,4,Rent,Boring Road,1500,Sq-ft,25.6150768,85.1155441,9,"24,000","24,000","2,000",Monthly,"62,000",15 days,24000,15.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,2,"Jun 26, '23",Semi-Furnished,East,2,6,Rent,Boring Canal Road,1000,Sq-ft,25.616406,85.12093,9,"22,000","44,000","1,200",Monthly,"67,200",9,22000,18.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,3,3,4,"Jun 25, '23",Semi-Furnished,East,3,5,Rent,Gola Road,1600,Sq-ft,25.617450714111328,85.14981079101562,9,"20,000","20,000","1,500",Monthly,"51,500",15 days,20000,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,3,3,3,"Jun 26, '23",Semi-Furnished,East,4,6,Rent,Saguna More,1500,Sq-ft,25.622683,85.040283,9,"20,000","20,000","5,000",Monthly,"45,000",9,20000,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,3,"Jun 20, '23",Furnished,East,10,13,Rent,Gola Road,1850,Sq-ft,25.6254469999999,85.0557665711646,9,"35,000","35,000","2,000",Monthly,"72,000",9,35000,18.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,3,"Jun 28, '23",Unfurnished,East,3,6,Rent,Danapur,1500,Sq-ft,25.605898,85.05633,9,"25,000","25,000","1,500",Monthly,"64,000",15 days,25000,16.0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
Patna,3,3,2,"Jun 16, '23",Unfurnished,East,3,5,Rent,Boring Road,1300,Sq-ft,25.6150768,85.1155441,9,"40,000","45,000","2,000",Monthly,"1,07,000",15 days,40000,25.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,3,"Jun 05, '23",Unfurnished,East,3,6,Rent,Bailey Road,9,9,25.6039915,85.1052187,9,"13,000","13,000","1,000",Monthly,"33,500",15 days,13000,8.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,4,3,4,"Jun 03, '23",Semi-Furnished,9,2,4,Rent,East Boring Canal Road,1800,Sq-ft,25.6160277388113,85.1207589797591,9,"24,000","24,000","1,000",Monthly,"49,000",9,24000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,2,"Jun 28, '23",Semi-Furnished,North - East,2,4,Rent,Jagdeo Path,9,9,25.6058208688713,85.0754978533909,9,"16,000",9,"1,500",Monthly,"25,500",15 days,16000,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,2,"Jun 20, '23",Unfurnished,East,2,3,Rent,Gola Road,1400,Sq-ft,25.6254469999999,85.0557665711646,9,"8,500","8,500",500,Monthly,"17,500",9,8500,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,1,"Jun 02, '23",Semi-Furnished,9,4,6,Rent,Bailey Road,1300,Sq-ft,25.6039915,85.1052187,9,"13,000","30,000","1,000",Monthly,"44,000",9,13000,9.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,9,"May 29, '23",Furnished,9,3,4,Rent,Kurji,9,9,25.6389524,85.1103291,9,9,9,9,9,9,9,20000,21.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,2,"Jun 19, '23",Unfurnished,9,1,4,Rent,Danapur Khagaul Road,9,9,25.6063016,85.040142,1,9,9,9,9,9,9,12000,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Patna,2,2,1,"Jun 18, '23",Unfurnished,North - East,Ground,4,Rent,Kaliket Nagar,800,Sq-ft,25.614325,85.060567,9,,"24,000",9,9,"32,000",9,8000,7.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,1,1,9,"Jun 06, '23",Unfurnished,9,2,4,Rent,Kankarbagh,9,9,25.5934403,85.1848704,9,9,9,9,9,9,9,7417,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,9,"Jun 08, '23",Semi-Furnished,9,3,4,Rent,Mahuabag,9,9,25.591466,85.072213,9,9,9,9,9,9,9,7792,5.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,2,"May 18, '23",Unfurnished,East,1,1,Rent,Phulwari Sharif,950,Sq-ft,25.5741272,85.0701001,9,,"1,000",9,9,"12,000",9,11000,9.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,2,"Jun 27, '23",Unfurnished,9,2,4,Rent,Jagdeo Path,1000,Sq-ft,25.6058208688713,85.0754978533909,9,"13,000","13,000","1,300",Monthly,"33,800",15 days,13000,10.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,9,"May 06, '23",Unfurnished,9,1,4,Rent,Shivpuri,9,9,25.61544,85.109114,9,9,9,9,9,9,9,14000,12.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,9,"May 28, '23",Furnished,9,2,4,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,11000,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,9,"May 18, '23",Semi-Furnished,9,2,5,Rent,Jagdeo Path,9,9,25.6058208688713,85.0754978533909,9,9,9,9,9,9,9,9000,7.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,3,3,3,"May 11, '23",Unfurnished,East,1,12,Rent,Danapur,1500,Sq-ft,25.6355556,85.0408333,9,"30,000","31,000","3,000",Monthly,"64,000",9,30000,19.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,2,"May 23, '23",Unfurnished,East,2,4,Rent,Danapur,9,9,25.6355556,85.0408333,9,"16,000","17,000","1,000",Monthly,"34,000",9,16000,12.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,1,2,1,"Jun 17, '23",Unfurnished,9,2,3,Rent,Rajeev Nagar,9,9,25.631892,85.093396,9,9,9,9,9,9,9,8000,5.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,1,2,1,"Jun 27, '23",Semi-Furnished,East,2,4,Rent,Phase 1 Ashiana Nagar,910,Sq-ft,25.621426,85.079967,None,"7,500","10,000",900,Monthly,"18,400",9,7500,6.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,3,"May 08, '23",Unfurnished,9,3,7,Rent,Biscuit Factory Road,9,9,25.629175,85.067652,9,"8,500","15,000","1,500",Monthly,"25,000",9,8500,9.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Patna,2,3,9,"Jun 10, '23",Semi-Furnished,9,1,4,Rent,Ram Nagari,9,9,25.6170411,85.0735651,9,9,9,9,9,9,9,16000,12.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,9,"Apr 24, '23",Semi-Furnished,East,1,4,Rent,Rupaspur,9,9,25.609352,85.059968,1,"12,000","24,000","1,000",Monthly,"37,000",9,12000,14.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,1,"Jun 01, '23",Unfurnished,South - East,2,4,Rent,Bailey Road,1150,Sq-ft,25.583943,85.100613,9,"16,000","16,000","1,000",Monthly,"33,000",9,16000,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
