city,bathrooms,bedrooms,balconies,postedOn,furnishing,facing,flrNum,totalFlrNum,RentOrSale,locality,carpetArea,carpetAreaUnit,Lat,Long,noOfLifts,rentPrice,securityDeposit,maintenanceCharges,maintenanceChargesFrequency,firstMonthCharges,brokerage,exactPrice,sqftPrice,Bank & ATM,Golf Course,Early Learning Centre,Kids Play Area,Security,Meditation Area,Park,Multipurpose Courts,Intercom Facility,Rain Water Harvesting,AEROBICS ROOM,DTH Television Facility,Banquet Hall,Piped Gas,Earth quake resistant,Private Garden,Skydeck,Internet/Wi-Fi Connectivity,Cafeteria/Food Court,Grand Entrance lobby,Event Space & Amphitheatre,Conference Room,Recreational Pool,Visitor Parking,Guest Accommodation,Kids Play Pool With Water Slides,Concierge Services,Mini Cinema Theatre,Indoor Games Room,Outdoor Tennis Courts,Flower Gardens,Vaastu Compliant,Health club with Steam / Jaccuzi,CCTV Camera,Cricket net practice,Bar/Lounge,Club House,Air Conditioned,Canopy Walk,Fire Fighting Equipment,Private Terrace/Garden,Cycling & Jogging Track,RO Water System,Activity Deck4,Power Back Up,Reserved Parking,Barbeque Pit,Dance Studio,Kids Club,Service/Goods Lift,Retail Boulevard (Retail Shops),Waste Disposal,Lift,Library,Laundry Service,Rentable Community Space,Indoor Squash & Badminton Courts,Maintenance Staff,Jogging and Strolling Track,Library And Business Centre,Water Storage,Multipurpose Hall,Coffee Lounge & Restaurants,Gymnasium,Swimming Pool,Arts & Craft Studio
Bangalore,2,3,9,"Jun 24, '23",Semi-Furnished,9,14,16,Rent,Marathahalli,9,9,12.9579717,77.6914752,9,9,9,9,9,9,9,65000,41.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,1,1,9,"Jun 24, '23",Semi-Furnished,9,1,4,Rent,Singasandra,9,9,12.8803174,77.6478945,9,9,9,9,9,9,9,11000,15.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,2,2,9,"Jun 26, '23",Furnished,9,27,28,Rent,Bagalakunte,9,9,13.158156,77.325762,9,9,9,9,9,9,9,30000,31.0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0
Bangalore,3,4,2,"Jun 26, '23",Semi-Furnished,9,3,4,Rent,Kaggadasapura,9,9,12.969987,77.67497,9,,"5,00,000",9,9,"5,50,000",9,50000,25.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,3,3,2,"Jun 26, '23",Semi-Furnished,9,4,5,Rent,Bommanahalli,9,9,12.90408175,77.62432589,9,,"1,00,000",9,9,"1,23,000",9,23000,12.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,2,2,2,"Jun 26, '23",Semi-Furnished,9,12,23,Rent,Electronic City,9,9,12.8339509,77.675366,9,,"2,00,000",9,9,"2,39,000",9,39000,32.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,3,3,9,"Jun 26, '23",Semi-Furnished,9,2,5,Rent,Akshayanagar,9,9,12.86868542,77.61508488,9,9,9,9,9,9,9,40000,31.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,1,9,9,"Jun 23, '23",Unfurnished,9,3,4,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,8000,23.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,2,3,9,"Jun 26, '23",Semi-Furnished,9,3,5,Rent,Uttarahalli,9,9,12.90569188,77.54735071,9,9,9,9,9,9,9,31000,22.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,2,2,9,"Jun 26, '23",Unfurnished,9,1,15,Rent,9,9,9,9.0,9.0,9,,"80,000",9,9,"96,000",9,16000,18.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,3,3,1,"Jun 26, '23",Semi-Furnished,9,3,5,Rent,KR Puram,9,9,13.00643164,77.72601115,9,,"1,00,000",9,9,"1,25,000",9,25000,22.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,3,3,1,"Jun 26, '23",Semi-Furnished,9,2,3,Rent,9,9,9,9.0,9.0,9,,"2,10,000",9,9,"2,45,000",9,35000,23.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,1,1,9,"Jun 23, '23",Unfurnished,9,2,6,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,6500,13.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,1,1,1,"Jun 26, '23",Semi-Furnished,9,19,21,Rent,Kengeri,9,9,12.90266259,77.48123034,9,,"65,000",9,9,"78,000",9,13000,28.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,3,3,9,"Jun 26, '23",Furnished,9,2,4,Rent,Yelachenahalli,9,9,12.9004281,77.570505,9,,"60,000",9,9,"90,000",9,30000,20.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,2,3,9,"Jun 23, '23",Semi-Furnished,9,2,3,Rent,9,9,9,13.0084186,77.5705392,9,9,9,9,9,9,9,41000,25.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,1,1,9,"Jun 23, '23",Furnished,9,1,4,Rent,Channenahalli,9,9,12.972545,77.433529,9,9,9,9,9,9,9,6000,10.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,9,9,9,"Jun 26, '23",Furnished,9,9,15,Rent,Subramanyapura,9,9,12.8940691,77.5403793,9,,"75,000",9,9,"87,000",9,12000,32.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,2,2,9,"Jun 23, '23",Semi-Furnished,9,4,5,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,15000,25.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,4,3,1,"Jun 08, '23",Semi-Furnished,East,45,90,Rent,Shastri Nagar,1847,Sq-ft,18.9865617867147,72.8182867539311,9,,"9,00,000",9,9,"15,00,000",30 days,300000,147.0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
Mumbai,2,2,9,"May 02, '23",Semi-Furnished,9,4,12,Rent,Andheri East,690,Sq-ft,19.109125,72.862958,9,,"3,50,000",9,9,"4,10,000",9,60000,9,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
Mumbai,1,1,9,"May 26, '23",Semi-Furnished,South,2,4,Rent,Devki Nagar,440,Sq-ft,19.2417,72.84545,None,"23,000","1,25,000",1,Monthly,"1,71,001",30 days,23000,38.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,2,1,9,"Jun 26, '23",Unfurnished,North,8,23,Rent,Malad East,450,Sq-ft,19.1806070927668,72.8585292392486,2,,"1,00,000",9,One-Time,"1,59,000",30 days,29000,43.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mumbai,2,2,9,"Jun 08, '23",Semi-Furnished,East,17,34,Rent,Vikhroli East,678,Sq-ft,19.104651,72.931782,3,"47,000","1,50,000","3,500",Monthly,"2,47,500",30 days,47000,55.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Mumbai,3,3,9,"May 14, '23",Semi-Furnished,South - East,18,22,Rent,Matunga,1375,Sq-ft,19.0290111,72.8451757,9,,"10,00,000",9,9,"14,00,000",30 days,200000,143.0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Mumbai,3,3,9,"May 26, '23",Unfurnished,East,9,18,Rent,Borivali East,850,Sq-ft,19.2273315,72.8637286,9,,"2,50,000",9,9,"3,07,000",9,57000,45.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,3,3,3,"May 29, '23",Unfurnished,North,35,46,Rent,Andheri West,1116,Sq-ft,19.1327200554249,72.8256623968503,4,,"6,00,000",9,9,"9,00,000",30 days,150000,108.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,2,3,1,"May 14, '23",Semi-Furnished,North,1,7,Rent,Mulund East,850,Sq-ft,19.1531029501285,72.9678051455382,1,"47,000","2,00,000","4,500",Monthly,"2,98,500",30 days,47000,39.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,2,2,9,"Jun 15, '23",Semi-Furnished,West,7,14,Rent,Bandra West,800,Sq-ft,19.055229,72.830829,9,,"4,00,000",9,9,"6,30,000",30 days,115000,115.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,5,5,4,"May 30, '23",Semi-Furnished,East,55,58,Rent,Worli Naka,3000,Sq-ft,19.0036486667054,72.8175254882335,6,"10,90,000","16,50,000",7,Per sq. Unit Monthly,"27,40,007",9,1090000,237.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0
Mumbai,2,1,9,"Jun 23, '23",Semi-Furnished,East,4,7,Rent,Marol,470,Sq-ft,19.119502,72.892547,1,,"1,00,000",9,9,"1,33,000",9,33000,53.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,2,2,9,"Jun 24, '23",Unfurnished,East,9,18,Rent,Malad West,595,Sq-ft,19.1889733,72.8220064,2,"40,000","1,50,000",100,Monthly,"2,30,100",30 days,40000,44.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,2,2,9,"May 24, '23",Unfurnished,East,Ground,4,Rent,Borivali West,750,Sq-ft,19.2335321,72.839198,None,,"2,00,000",9,9,"2,35,000",9,35000,29.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,1,1,9,"Jun 15, '23",Unfurnished,East,1,3,Rent,Marol,350,Sq-ft,19.11747932434082,72.88011169433594,9,"26,000","75,000",1,Monthly,"1,27,001",30 days,26000,46.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,3,3,3,"Jun 14, '23",Semi-Furnished,North - East,2,7,Rent,Bandra West,1600,Sq-ft,19.055229,72.830829,9,,"10,00,000",9,9,"16,00,000",30 days,300000,167.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,2,2,2,"May 30, '23",Furnished,West,5,10,Rent,Vile Parle East,700,Sq-ft,19.0905218097174,72.8605650963024,2,,"2,00,000",9,9,"3,40,000",30 days,70000,78.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,3,3,9,"Jun 02, '23",Unfurnished,9,8,14,Rent,Kandivali West,957,Sq-ft,19.21851073,72.83804891,2,,"3,00,000",9,9,"3,65,000",9,65000,57.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Mumbai,2,2,2,"Jun 13, '23",Semi-Furnished,East,4,7,Rent,Kandivali West,600,Sq-ft,19.2101312179652,72.8305011930765,9,,"2,00,000",9,9,"2,66,000",30 days,33000,33.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,2,2,9,"Jun 16, '23",Unfurnished,East,14,22,Rent,9,830,Sq-ft,9.0,9.0,2,,"5,00,000",9,9,"7,40,000",30 days,120000,114.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,2,1,9,"May 25, '23",Unfurnished,East,6,16,Rent,Andheri East,445,Sq-ft,19.1154908,72.8726952,9,,"1,25,000",9,9,"2,09,000",30 days,42000,70.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Mumbai,2,2,9,"Jun 12, '23",Semi-Furnished,East,1,7,Rent,Kurla West,750,Sq-ft,19.077063,72.8840395,1,,"1,00,000",9,9,"1,84,000",30 days,42000,47.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,2,1,3,"Jun 09, '23",Unfurnished,East,4,7,Rent,Mira Road,450,Sq-ft,19.2824790028886,72.8826767010947,9,,"50,000",9,9,"80,000",30 days,15000,24.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,3,3,9,"Jun 02, '23",Unfurnished,East,14,30,Rent,Lokhandwala Complex,1250,Sq-ft,19.14413,72.8241,4,,"5,00,000",9,9,"7,90,000",30 days,145000,81.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,3,2,3,"Jun 23, '23",Semi-Furnished,West,10,22,Rent,Agripada,800,Sq-ft,18.977604,72.8246811,9,9,9,9,9,9,9,75000,75.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Mumbai,4,3,3,"Jun 22, '23",Semi-Furnished,East,6,12,Rent,Breach Candy,1500,Sq-ft,18.9731134973342,72.805550556673,9,,"9,00,000",9,9,"15,50,000",30 days,325000,162.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,3,3,1,"Jun 23, '23",Furnished,East,6,8,Rent,Sen Nagar,1050,Sq-ft,19.0844036178343,72.8455186317029,2,,"3,00,000",9,9,"4,70,000",30 days,85000,71.0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0
Mumbai,3,3,3,"Jun 22, '23",Semi-Furnished,East,20,28,Rent,Goregaon West,1100,Sq-ft,19.1630920855215,72.8398088005091,5,,"7,20,000",9,9,"8,40,000",9,120000,80.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mumbai,4,3,5,"Jun 21, '23",Semi-Furnished,East,25,65,Rent,Malad East,1833,Sq-ft,19.180237,72.8554149,10,"1,15,000","4,00,000",1,Monthly,"6,30,001",30 days,115000,52.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mumbai,2,1,9,"Jun 22, '23",Semi-Furnished,9,5,14,Rent,Chandivali,450,Sq-ft,19.1077728874082,72.8972340250706,9,,"1,00,000",9,9,"1,35,000",9,35000,64.0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Mumbai,2,2,1,"May 10, '23",Semi-Furnished,North,4,8,Rent,Borivali East,650,Sq-ft,19.2158013,72.86586926,9,,"2,00,000",9,9,"2,90,000",30 days,45000,51.0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0
Mumbai,3,3,9,"Jun 20, '23",Furnished,East,12,15,Rent,Kandivali West,1200,Sq-ft,19.2101312179652,72.8305011930765,9,9,9,9,9,9,9,85000,57.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,1,1,1,"Jun 23, '23",Semi-Furnished,East,12,16,Rent,Dahisar East,435,Sq-ft,19.26522136,72.8743219,2,"21,500","1,00,000",5,Monthly,"1,43,005",30 days,21500,36.0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Bangalore,2,2,9,"Jun 24, '23",Furnished,9,4,6,Rent,Kasavanahalli,9,9,12.9062004,77.6754251,9,9,9,9,9,9,9,22500,25.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,3,3,9,"Jun 23, '23",Semi-Furnished,9,19,20,Rent,Byrathi,9,9,13.0513745,77.6544546,9,9,9,9,9,9,9,40000,26.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mumbai,2,2,9,"Jun 24, '23",Unfurnished,East,Upper Basement,7,Rent,Kandivali West,656,Sq-ft,19.2101312179652,72.8305011930765,1,,"2,00,000",9,9,"2,55,000",9,55000,69.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,2,2,9,"Jun 26, '23",Unfurnished,9,1,5,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,12000,15.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,2,3,9,"Jun 26, '23",Unfurnished,9,3,5,Rent,Kaggadasapura,9,9,12.97732218,77.67503329,9,,"3,60,000",9,9,"3,90,000",9,30000,22.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,2,3,9,"Jun 24, '23",Furnished,9,4,5,Rent,Electronic City,9,9,12.8650656687921,77.6539690501632,9,9,9,9,9,9,9,38000,28.0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
